期号,前区1,前区2,前区3,前区4,前区5,后区1,后区2,奖池奖金(元),一等奖-注数,一等奖-奖金(元),二等奖-注数,二等奖-奖金(元),总投注额(元),开奖日期
10144,2.0,11.0,16.0,22.0,31.0,10.0,11.0,"131,231,569",0.0,0,17.0,"234,732","70,224,248",2010/12/8
10143,10.0,16.0,18.0,22.0,27.0,6.0,8.0,"114,682,941",2.0,"7,695,984",20.0,"169,558","70,677,872",2010/12/6
10142,10.0,11.0,19.0,21.0,27.0,4.0,6.0,"116,594,989",1.0,"10,000,000",33.0,"106,314","78,555,350",2010/12/4
10141,5.0,11.0,17.0,23.0,33.0,3.0,10.0,"112,242,527",3.0,"6,236,078",67.0,"34,901","71,550,574",2010/12/1
10140,6.0,18.0,20.0,30.0,31.0,3.0,6.0,"123,567,697",0.0,0,49.0,"40,534","70,653,318",2010/11/29
10139,3.0,13.0,16.0,19.0,29.0,7.0,9.0,"115,572,235",3.0,"6,390,150",34.0,"95,872","76,745,173",2010/11/27
10138,8.0,12.0,14.0,19.0,27.0,5.0,6.0,"127,814,283",3.0,"6,430,176",40.0,"61,380","71,201,049",2010/11/24
10137,22.0,27.0,28.0,33.0,35.0,9.0,11.0,"136,378,484",6.0,"5,292,116",59.0,"18,665","70,991,878",2010/11/22
10136,3.0,13.0,18.0,30.0,33.0,7.0,8.0,"163,749,436",2.0,"7,136,430",61.0,"43,566","79,923,031",2010/11/20
10135,14.0,17.0,19.0,26.0,32.0,3.0,4.0,"168,417,353",0.0,0,16.0,"251,710","70,738,679",2010/11/17
10134,9.0,12.0,13.0,19.0,30.0,4.0,5.0,"152,182,011",1.0,"6,676,733",91.0,"12,000","67,662,077",2010/11/15
10133,11.0,16.0,17.0,21.0,22.0,3.0,6.0,"154,666,909",1.0,"10,000,000",14.0,"310,906","75,926,041",2010/11/13
10132,18.0,21.0,23.0,25.0,29.0,6.0,11.0,"146,945,257",1.0,"10,000,000",11.0,"357,575","69,621,078",2010/11/10
10131,10.0,15.0,22.0,28.0,29.0,4.0,12.0,"141,390,723",0.0,0,17.0,"184,772","68,740,049",2010/11/8
10130,5.0,6.0,9.0,10.0,34.0,8.0,11.0,"127,117,024",0.0,0,25.0,"139,806","77,341,875",2010/11/6
10129,14.0,15.0,24.0,25.0,26.0,3.0,7.0,"113,066,453",3.0,"5,417,181",101.0,"12,000","70,819,039",2010/11/3
10128,6.0,17.0,19.0,29.0,35.0,2.0,8.0,"128,813,670",5.0,"5,336,802",46.0,"23,371","70,281,583",2010/11/1
10127,3.0,22.0,24.0,30.0,33.0,4.0,10.0,"153,984,522",1.0,"9,402,165",8.0,"299,467","75,260,848",2010/10/30
10126,3.0,5.0,9.0,13.0,33.0,5.0,11.0,"152,381,273",0.0,0,7.0,"462,186","66,524,806",2010/10/27
10125,1.0,7.0,9.0,14.0,19.0,9.0,12.0,"139,208,970",0.0,0,11.0,"302,559","66,663,335",2010/10/25
10124,1.0,9.0,27.0,29.0,34.0,1.0,6.0,"124,686,109",0.0,0,16.0,"228,498","72,653,166",2010/10/23
10123,18.0,20.0,30.0,32.0,33.0,1.0,11.0,"110,462,088",2.0,"5,996,047",39.0,"28,377","66,411,141",2010/10/20
10122,5.0,6.0,11.0,13.0,26.0,2.0,7.0,"117,473,947",3.0,"6,514,505",11.0,"297,935","66,373,725",2010/10/18
10121,21.0,22.0,31.0,32.0,34.0,2.0,12.0,"127,295,616",3.0,"6,682,917",41.0,"87,047","74,948,552",2010/10/16
10120,8.0,10.0,18.0,34.0,35.0,6.0,10.0,"136,207,855",4.0,"6,028,453",34.0,"85,241","69,038,409",2010/10/13
10119,5.0,13.0,14.0,23.0,26.0,2.0,3.0,"152,111,523",0.0,0,40.0,"72,655","67,852,382",2010/10/11
10118,19.0,22.0,23.0,29.0,35.0,8.0,10.0,"137,943,639",2.0,"6,501,509",25.0,"99,336","76,404,009",2010/10/9
10117,4.0,6.0,21.0,27.0,34.0,5.0,9.0,"145,087,752",1.0,"8,198,920",17.0,"117,176","62,632,305",2010/10/6
10116,14.0,22.0,27.0,28.0,35.0,4.0,10.0,"145,289,370",0.0,0,25.0,"88,315","56,784,987",2010/10/4
10115,5.0,7.0,10.0,15.0,32.0,3.0,8.0,"136,016,248",1.0,"8,826,809",11.0,"304,621","65,524,983",2010/10/2
10114,3.0,7.0,22.0,25.0,35.0,3.0,11.0,"134,831,903",0.0,0,14.0,"229,281","63,838,591",2010/9/29
10113,5.0,16.0,22.0,23.0,32.0,4.0,10.0,"120,731,074",1.0,"7,297,103",63.0,"21,448","63,320,398",2010/9/27
10112,14.0,15.0,18.0,34.0,35.0,8.0,10.0,"122,285,420",0.0,0,34.0,"72,205","68,835,336",2010/9/25
10111,3.0,6.0,13.0,14.0,29.0,1.0,2.0,"110,317,336",1.0,"10,000,000",14.0,"213,614","57,890,101",2010/9/22
10110,21.0,29.0,30.0,33.0,35.0,7.0,11.0,"107,660,685",5.0,"5,000,000",127.0,"12,000","61,233,010",2010/9/20
10109,1.0,2.0,8.0,11.0,25.0,10.0,12.0,"135,660,685",1.0,"10,000,000",20.0,"154,635","69,672,110",2010/9/18
10108,1.0,10.0,13.0,19.0,34.0,9.0,12.0,"131,279,571",0.0,0,4.0,"892,118","62,114,953",2010/9/15
10107,14.0,17.0,22.0,27.0,34.0,3.0,5.0,"115,890,519",0.0,0,8.0,"481,747","62,175,316",2010/9/13
10106,5.0,27.0,28.0,29.0,34.0,9.0,12.0,"100,354,171",1.0,"8,059,291",49.0,"36,290","68,873,822",2010/9/11
10105,5.0,17.0,26.0,27.0,35.0,8.0,9.0,"100,765,234",3.0,"6,164,276",31.0,"69,717","62,352,316",2010/9/8
10104,14.0,25.0,30.0,32.0,33.0,1.0,11.0,"110,525,988",0.0,0,23.0,"110,553","60,416,556",2010/9/6
10103,10.0,14.0,29.0,30.0,35.0,5.0,8.0,"99,498,286",1.0,"7,675,135",28.0,"93,864","67,247,961",2010/9/4
10102,4.0,15.0,19.0,24.0,35.0,1.0,10.0,"101,077,959",1.0,"5,000,000",13.0,"236,724","58,562,191",2010/9/1
10101,11.0,15.0,22.0,27.0,35.0,5.0,8.0,"91,341,852",1.0,"5,000,000",15.0,"199,570","58,593,813",2010/8/30
10100,19.0,20.0,30.0,33.0,35.0,6.0,8.0,"83,319,869",3.0,"5,000,000",26.0,"114,588","64,495,368",2010/8/28
10099,3.0,11.0,17.0,21.0,30.0,1.0,8.0,"85,858,323",0.0,0,21.0,"168,600","58,457,907",2010/8/25
10098,2.0,3.0,12.0,13.0,25.0,1.0,7.0,"71,443,015",3.0,"5,000,000",21.0,"141,962","59,220,089",2010/8/23
10097,9.0,17.0,21.0,28.0,29.0,2.0,8.0,"76,027,560",0.0,0,12.0,"191,350","64,370,716",2010/8/21
10096,4.0,9.0,24.0,30.0,35.0,1.0,10.0,"66,555,735",2.0,"5,000,000",16.0,"167,960","58,771,688",2010/8/18
10095,12.0,14.0,16.0,19.0,25.0,1.0,6.0,"64,588,531",0.0,0,12.0,"235,946","56,577,946",2010/8/16
10094,20.0,32.0,33.0,34.0,35.0,6.0,7.0,"52,909,187",15.0,"5,000,000",161.0,"12,000","68,284,989",2010/8/14
10093,2.0,4.0,9.0,28.0,29.0,5.0,8.0,"133,909,187",1.0,"10,000,000",15.0,"203,039","61,816,350",2010/8/11
10092,2.0,15.0,29.0,30.0,34.0,2.0,12.0,"131,117,725",2.0,"6,115,262",44.0,"36,065","59,055,333",2010/8/9
10091,6.0,10.0,23.0,26.0,31.0,5.0,7.0,"139,768,200",0.0,0,14.0,"272,479","66,214,621",2010/8/7
10090,8.0,24.0,26.0,31.0,32.0,7.0,9.0,"124,236,856",0.0,0,24.0,"62,207","58,501,458",2010/8/4
10089,4.0,10.0,13.0,18.0,23.0,8.0,10.0,"118,078,333",0.0,0,21.0,"115,956","57,414,129",2010/8/2
10088,3.0,5.0,14.0,30.0,35.0,3.0,6.0,"108,164,091",0.0,0,20.0,"118,923","59,905,393",2010/7/31
10087,1.0,12.0,20.0,21.0,24.0,2.0,8.0,"98,174,483",1.0,"5,000,000",29.0,"73,295","55,063,233",2010/7/28
10086,1.0,2.0,12.0,19.0,35.0,5.0,7.0,"94,543,919",0.0,0,17.0,"148,062","53,608,302",2010/7/26
10085,2.0,10.0,16.0,18.0,34.0,2.0,3.0,"83,772,375",0.0,0,12.0,"257,885","58,856,786",2010/7/24
10084,3.0,13.0,14.0,22.0,26.0,2.0,5.0,"71,587,264",2.0,"5,000,000",11.0,"232,489","53,749,055",2010/7/21
10083,7.0,11.0,21.0,22.0,35.0,4.0,7.0,"70,427,784",0.0,0,19.0,"126,432","52,191,517",2010/7/19
10082,5.0,8.0,24.0,29.0,30.0,4.0,6.0,"59,997,130",1.0,"5,000,000",27.0,"76,811","59,031,323",2010/7/17
10081,14.0,18.0,20.0,24.0,27.0,5.0,10.0,"58,837,329",2.0,"5,000,000",15.0,"185,402","53,790,383",2010/7/14
10080,8.0,19.0,27.0,29.0,34.0,4.0,10.0,"57,991,262",3.0,"5,000,000",42.0,"13,323","51,730,394",2010/7/12
10079,1.0,4.0,21.0,22.0,24.0,2.0,5.0,"73,622,943",1.0,"5,000,000",12.0,"309,554","57,860,042",2010/7/10
10078,2.0,3.0,15.0,28.0,35.0,1.0,11.0,"64,693,013",3.0,"5,000,000",37.0,"80,283","52,509,206",2010/7/7
10077,6.0,7.0,9.0,17.0,24.0,2.0,12.0,"68,192,388",0.0,0,3.0,"1,018,831","51,385,724",2010/7/5
10076,9.0,12.0,16.0,19.0,35.0,2.0,12.0,"54,438,161",1.0,"5,000,000",7.0,"525,989","58,643,115",2010/7/3
10075,10.0,12.0,17.0,23.0,27.0,5.0,7.0,"47,447,468",0.0,0,12.0,"246,391","53,735,820",2010/6/30
10074,3.0,7.0,20.0,27.0,32.0,2.0,12.0,"35,805,486",0.0,0,21.0,"97,485","52,999,626",2010/6/28
10073,4.0,9.0,11.0,30.0,32.0,1.0,11.0,"26,812,404",1.0,"5,000,000",13.0,"250,992","60,608,663",2010/6/26
10072,5.0,10.0,17.0,23.0,25.0,3.0,10.0,"17,882,324",2.0,"5,000,000",18.0,"121,112","54,533,355",2010/6/23
10071,7.0,12.0,26.0,30.0,32.0,2.0,7.0,"24,617,245",11.0,"5,000,000",66.0,"12,000","55,331,384",2010/6/21
10070,5.0,14.0,23.0,25.0,28.0,11.0,12.0,"88,617,245",0.0,0,31.0,"68,468","61,210,368",2010/6/19
10069,6.0,17.0,18.0,25.0,29.0,8.0,9.0,"79,271,311",2.0,"5,000,000",59.0,"15,892","53,568,152",2010/6/16
10068,11.0,17.0,19.0,20.0,34.0,6.0,10.0,"85,182,926",0.0,0,12.0,"210,737","53,032,771",2010/6/14
10067,1.0,11.0,19.0,30.0,32.0,3.0,10.0,"73,803,088",1.0,"5,000,000",78.0,"12,000","62,600,663",2010/6/12
10066,15.0,21.0,22.0,24.0,27.0,1.0,6.0,"75,835,656",0.0,0,5.0,"662,614","56,677,441",2010/6/9
10065,5.0,8.0,13.0,14.0,32.0,8.0,11.0,"60,429,879",0.0,0,34.0,"40,915","55,131,467",2010/6/7
10064,7.0,10.0,12.0,20.0,21.0,6.0,9.0,"54,844,960",4.0,"5,000,000",16.0,"166,320","61,531,531",2010/6/5
10063,7.0,14.0,16.0,30.0,31.0,3.0,6.0,"68,246,190",3.0,"5,000,000",15.0,"198,950","57,039,300",2010/6/2
10062,6.0,7.0,18.0,30.0,31.0,7.0,8.0,"73,712,297",2.0,"5,000,000",36.0,"57,081","56,542,229",2010/5/31
10061,5.0,12.0,14.0,17.0,22.0,5.0,7.0,"78,749,467",0.0,0,13.0,"239,910","62,194,144",2010/5/29
10060,10.0,13.0,22.0,33.0,34.0,1.0,5.0,"65,434,443",0.0,0,6.0,"396,191","56,201,529",2010/5/26
10059,6.0,10.0,14.0,25.0,34.0,1.0,3.0,"54,737,276",1.0,"5,000,000",6.0,"453,305","54,852,390",2010/5/24
10058,6.0,15.0,17.0,19.0,30.0,1.0,12.0,"46,478,096",0.0,0,9.0,"436,453","62,359,762",2010/5/22
10057,15.0,17.0,24.0,32.0,35.0,7.0,9.0,"30,765,762",0.0,0,14.0,"165,506","57,176,020",2010/5/19
10056,5.0,9.0,23.0,25.0,30.0,9.0,12.0,"19,842,358",1.0,"5,000,000",27.0,"65,392","56,490,604",2010/5/17
10055,13.0,14.0,17.0,27.0,32.0,2.0,10.0,"17,338,573",1.0,"5,000,000",18.0,"146,291","62,315,353",2010/5/15
10054,12.0,25.0,29.0,30.0,33.0,10.0,11.0,"14,147,277",0.0,0,39.0,"40,850","55,496,523",2010/5/12
10053,9.0,19.0,22.0,26.0,34.0,9.0,11.0,"7,621,421",7.0,"5,000,000",95.0,"12,000","55,150,582",2010/5/10
10052,4.0,6.0,25.0,29.0,32.0,5.0,6.0,"42,621,421",0.0,0,14.0,"248,645","61,493,077",2010/5/8
10051,6.0,10.0,20.0,24.0,32.0,6.0,10.0,"28,448,605",1.0,"5,000,000",19.0,"148,711","55,951,362",2010/5/5
10050,7.0,8.0,15.0,30.0,35.0,5.0,10.0,"21,849,145",7.0,"5,000,000",29.0,"85,847","54,049,738",2010/5/3
10049,1.0,25.0,29.0,31.0,33.0,4.0,10.0,"49,354,330",5.0,"5,000,000",17.0,"75,276","60,877,355",2010/5/1
10048,2.0,3.0,10.0,12.0,25.0,3.0,9.0,"72,386,113",0.0,0,11.0,"170,022","58,735,417",2010/4/28
10047,4.0,8.0,11.0,30.0,31.0,2.0,8.0,"64,225,019",1.0,"5,000,000",18.0,"96,524","56,875,743",2010/4/26
10046,2.0,15.0,19.0,26.0,27.0,5.0,6.0,"61,840,857",1.0,"5,000,000",27.0,"83,289","62,764,147",2010/4/24
10045,8.0,17.0,18.0,20.0,28.0,9.0,10.0,"57,470,828",0.0,0,19.0,"137,951","57,857,829",2010/4/21
10044,6.0,21.0,24.0,28.0,30.0,2.0,7.0,"44,227,484",2.0,"5,000,000",10.0,"302,774","58,143,721",2010/4/19
10043,5.0,8.0,10.0,33.0,35.0,2.0,10.0,"46,829,711",1.0,"5,000,000",16.0,"158,678","63,884,681",2010/4/17
10042,1.0,5.0,19.0,34.0,35.0,6.0,7.0,"40,523,882",1.0,"5,000,000",38.0,"62,267","57,454,140",2010/4/14
10041,16.0,22.0,28.0,29.0,34.0,4.0,12.0,"36,230,442",1.0,"5,000,000",41.0,"40,983","57,921,241",2010/4/12
10040,13.0,20.0,26.0,31.0,35.0,2.0,11.0,"33,361,660",4.0,"5,000,000",38.0,"61,057","64,431,044",2010/4/10
10039,7.0,19.0,26.0,28.0,32.0,1.0,8.0,"42,737,714",0.0,0,34.0,"65,559","56,831,012",2010/4/7
10038,8.0,10.0,25.0,29.0,33.0,1.0,2.0,"33,493,844",1.0,"5,000,000",15.0,"185,621","54,567,749",2010/4/5
10037,19.0,21.0,26.0,34.0,35.0,1.0,9.0,"25,964,395",1.0,"5,000,000",33.0,"70,901","61,763,460",2010/4/3
10036,19.0,25.0,28.0,31.0,33.0,1.0,8.0,"21,392,744",1.0,"5,000,000",14.0,"207,341","55,969,409",2010/3/31
10035,14.0,16.0,20.0,31.0,34.0,1.0,7.0,"13,641,244",1.0,"5,000,000",9.0,"304,346","53,908,713",2010/3/29
10034,1.0,6.0,19.0,25.0,26.0,3.0,9.0,0,11.0,"1,989,778",21.0,"132,084","62,359,829",2010/3/27
10033,12.0,19.0,28.0,29.0,30.0,5.0,8.0,"10,000,000",6.0,"4,016,973",79.0,"12,000","56,215,279",2010/3/24
10032,13.0,16.0,23.0,24.0,33.0,7.0,11.0,"25,528,100",1.0,"5,000,000",14.0,"184,703","56,162,851",2010/3/22
10031,5.0,13.0,16.0,17.0,35.0,6.0,8.0,"20,000,000",5.0,"4,011,638",9.0,"316,159","62,185,672",2010/3/20
10030,10.0,12.0,19.0,32.0,35.0,2.0,7.0,"20,000,000",10.0,"1,971,731",54.0,"12,000","57,295,895",2010/3/17
10029,21.0,22.0,33.0,34.0,35.0,3.0,4.0,"23,158,451",11.0,"5,000,000",370.0,"12,000","57,269,938",2010/3/15
10028,1.0,2.0,7.0,20.0,35.0,1.0,3.0,"78,158,451",0.0,0,10.0,"359,260","66,147,851",2010/3/13
10027,5.0,23.0,26.0,32.0,34.0,2.0,9.0,"63,069,499",5.0,"5,000,000",41.0,"12,000","57,838,370",2010/3/10
10026,5.0,23.0,25.0,31.0,35.0,7.0,10.0,"86,090,953",1.0,"5,000,000",17.0,"165,009","56,646,358",2010/3/8
10025,9.0,11.0,13.0,14.0,25.0,1.0,7.0,"82,829,054",4.0,"5,000,000",30.0,"104,563","63,920,913",2010/3/6
10024,3.0,14.0,19.0,24.0,25.0,4.0,11.0,"89,654,080",4.0,"5,667,366",32.0,"49,990","58,426,025",2010/3/3
10023,11.0,13.0,29.0,32.0,33.0,2.0,8.0,"105,649,877",3.0,"5,952,584",43.0,"39,363","56,897,252",2010/3/1
10022,2.0,11.0,13.0,14.0,25.0,2.0,5.0,"116,363,243",0.0,0,16.0,"200,680","65,023,742",2010/2/27
10021,11.0,20.0,23.0,24.0,25.0,7.0,9.0,"101,613,245",7.0,"5,422,655",29.0,"74,150","59,435,470",2010/2/24
10020,8.0,18.0,26.0,32.0,33.0,1.0,6.0,"145,273,416",0.0,0,22.0,"107,558","55,310,141",2010/2/22
10019,3.0,11.0,19.0,26.0,27.0,2.0,9.0,"135,673,799",1.0,"8,031,409",26.0,"107,069","59,288,005",2010/2/20
10018,3.0,10.0,26.0,32.0,33.0,4.0,12.0,"136,398,415",0.0,0,20.0,"145,072","60,178,507",2010/2/10
10017,13.0,21.0,23.0,27.0,34.0,9.0,12.0,"123,885,908",1.0,"9,381,541",24.0,"99,354","58,963,701",2010/2/8
10016,10.0,12.0,20.0,23.0,32.0,4.0,10.0,"122,313,595",1.0,"10,000,000",17.0,"197,242","66,467,786",2010/2/6
10015,3.0,10.0,14.0,18.0,28.0,8.0,10.0,"118,407,987",1.0,"9,000,457",22.0,"109,302","60,286,444",2010/2/3
10014,18.0,19.0,30.0,33.0,35.0,2.0,4.0,"117,407,301",0.0,0,9.0,"341,428","59,887,023",2010/2/1
10013,18.0,21.0,22.0,26.0,34.0,9.0,12.0,"105,115,884",0.0,0,21.0,"137,538","65,363,883",2010/1/30
10012,20.0,24.0,30.0,31.0,33.0,5.0,12.0,"92,737,376",2.0,"5,000,000",30.0,"75,900","59,423,790",2010/1/27
10011,2.0,3.0,11.0,27.0,32.0,8.0,11.0,"93,686,243",0.0,0,31.0,"86,801","58,954,872",2010/1/25
10010,15.0,22.0,24.0,32.0,35.0,2.0,9.0,"80,080,060",3.0,"5,000,000",23.0,"98,422","64,021,576",2010/1/23
10009,2.0,5.0,13.0,27.0,32.0,3.0,11.0,"84,598,107",1.0,"5,000,000",18.0,"167,305","59,047,555",2010/1/20
10008,11.0,23.0,25.0,31.0,32.0,5.0,11.0,"76,422,792",1.0,"5,000,000",21.0,"117,901","59,727,873",2010/1/18
10007,7.0,23.0,26.0,29.0,32.0,8.0,11.0,"71,607,483",4.0,"5,576,923",45.0,"45,047","66,968,023",2010/1/16
10006,3.0,13.0,19.0,30.0,34.0,2.0,5.0,"89,093,591",1.0,"8,000,000",13.0,"259,934","60,820,884",2010/1/13
10005,4.0,17.0,19.0,22.0,30.0,2.0,3.0,"79,667,245",1.0,"8,000,000",21.0,"146,636","60,174,031",2010/1/11
10004,3.0,6.0,21.0,24.0,34.0,4.0,6.0,"71,469,926",1.0,"8,000,000",45.0,"55,470","67,089,619",2010/1/9
10003,5.0,14.0,23.0,27.0,30.0,2.0,8.0,"65,611,514",1.0,"8,750,000",21.0,"164,367","59,587,916",2010/1/6
10002,4.0,23.0,25.0,26.0,30.0,7.0,10.0,"59,188,235",0.0,0,8.0,"372,352","59,063,615",2010/1/4
10001,2.0,6.0,7.0,12.0,27.0,2.0,8.0,"45,504,266",2.0,"9,500,000",33.0,"72,700","65,988,959",2010/1/2
9153,21.0,22.0,30.0,32.0,34.0,3.0,7.0,"45,689,732",0.0,0,18.0,"186,275","61,921,485",2009/12/30
9152,1.0,23.0,29.0,30.0,32.0,7.0,12.0,"32,697,004",0.0,0,9.0,"352,694","59,093,356",2009/12/28
9151,3.0,8.0,14.0,30.0,31.0,4.0,9.0,"2,716,865",11.0,"5,468,750",102.0,"12,000","68,568,519",2009/12/26
9150,4.0,11.0,18.0,25.0,34.0,5.0,7.0,"65,000,723",0.0,0,32.0,"82,821","62,649,989",2009/12/23
9149,1.0,3.0,10.0,12.0,20.0,2.0,7.0,"52,825,988",2.0,"6,500,000",14.0,"142,617","60,846,169",2009/12/21
9148,2.0,4.0,13.0,14.0,33.0,1.0,9.0,"54,696,815",1.0,"8,000,000",28.0,"85,699","67,488,906",2009/12/19
9147,6.0,12.0,18.0,22.0,29.0,5.0,8.0,"48,191,714",2.0,"6,500,000",39.0,"32,480","60,438,195",2009/12/16
9146,11.0,17.0,23.0,24.0,25.0,3.0,6.0,"52,710,568",1.0,"8,000,000",15.0,"209,498","61,477,563",2009/12/14
9145,5.0,11.0,14.0,22.0,35.0,3.0,10.0,"43,098,036",1.0,"8,000,000",28.0,"97,270","68,557,416",2009/12/12
9144,18.0,26.0,32.0,33.0,34.0,4.0,6.0,"36,571,512",3.0,"6,000,000",64.0,"12,222","61,978,220",2009/12/9
9143,1.0,9.0,10.0,11.0,22.0,1.0,12.0,"48,445,532",1.0,"6,875,000",17.0,"176,427","62,884,100",2009/12/7
9142,5.0,6.0,13.0,24.0,31.0,3.0,11.0,"44,007,409",9.0,"5,400,616",72.0,"15,911","70,853,469",2009/12/5
9141,13.0,14.0,21.0,30.0,33.0,2.0,8.0,"103,935,745",1.0,"8,000,000",22.0,"106,970","62,765,789",2009/12/2
9140,7.0,8.0,19.0,26.0,30.0,1.0,12.0,"98,666,575",1.0,"8,000,000",49.0,"47,859","62,128,703",2009/11/30
9139,14.0,16.0,20.0,22.0,32.0,5.0,9.0,"92,503,373",1.0,"8,000,000",18.0,"223,248","69,724,233",2009/11/28
9138,3.0,4.0,14.0,28.0,32.0,9.0,10.0,"80,927,196",3.0,"5,714,285",28.0,"95,998","66,057,007",2009/11/25
9137,12.0,28.0,29.0,30.0,34.0,1.0,9.0,"90,767,377",2.0,"6,706,724",38.0,"23,720","64,726,488",2009/11/23
9136,7.0,13.0,23.0,24.0,29.0,6.0,10.0,"101,611,149",2.0,"7,739,117",57.0,"26,476","70,354,666",2009/11/21
9135,6.0,8.0,15.0,20.0,32.0,5.0,6.0,"107,893,793",1.0,"11,682,236",35.0,"57,355","63,316,973",2009/11/18
9134,2.0,16.0,19.0,28.0,33.0,7.0,11.0,"107,370,438",2.0,"8,512,027",23.0,"103,180","60,197,804",2009/11/16
9133,1.0,8.0,24.0,27.0,34.0,10.0,11.0,"111,334,356",1.0,"14,000,000",20.0,"158,361","69,788,002",2009/11/14
9132,2.0,10.0,12.0,15.0,28.0,4.0,7.0,"106,963,054",1.0,"10,000,000",7.0,"530,001","62,748,807",2009/11/11
9131,2.0,3.0,8.0,33.0,34.0,3.0,11.0,"98,050,516",0.0,0,28.0,"74,232","62,393,936",2009/11/9
9130,9.0,14.0,25.0,32.0,34.0,2.0,8.0,"88,919,860",1.0,"8,000,000",10.0,"424,283","72,087,396",2009/11/7
9129,2.0,10.0,18.0,32.0,33.0,3.0,8.0,"77,054,592",5.0,"5,967,741",46.0,"43,828","67,149,959",2009/11/4
9128,6.0,21.0,28.0,32.0,34.0,4.0,7.0,"97,634,482",0.0,0,10.0,"250,198","62,083,219",2009/11/2
9127,5.0,9.0,27.0,32.0,34.0,5.0,8.0,"87,126,140",4.0,"6,132,379",24.0,"125,819","77,984,435",2009/10/31
9126,14.0,23.0,27.0,28.0,33.0,8.0,12.0,"102,312,718",0.0,0,17.0,"165,026","65,283,300",2009/10/28
9125,8.0,20.0,23.0,29.0,31.0,2.0,11.0,"90,678,364",0.0,0,10.0,"337,839","63,479,997",2009/10/26
9124,1.0,3.0,14.0,32.0,35.0,7.0,11.0,"76,489,108",0.0,0,17.0,"177,812","69,674,019",2009/10/24
9123,10.0,21.0,28.0,29.0,32.0,6.0,10.0,"63,953,316",0.0,0,41.0,"41,195","62,130,621",2009/10/21
9122,1.0,2.0,11.0,31.0,33.0,5.0,6.0,"56,878,026",2.0,"6,500,000",12.0,"258,290","60,514,755",2009/10/19
9121,4.0,5.0,8.0,11.0,22.0,2.0,10.0,"54,673,809",8.0,"5,795,254",14.0,"291,839","73,567,264",2009/10/17
9120,11.0,23.0,27.0,28.0,32.0,2.0,5.0,"107,904,920",0.0,0,19.0,"173,392","60,056,189",2009/10/14
9119,3.0,12.0,22.0,23.0,28.0,4.0,12.0,"98,097,859",1.0,"5,000,000",9.0,"324,806","56,316,371",2009/10/12
9118,10.0,17.0,18.0,21.0,34.0,5.0,11.0,"92,730,021",0.0,0,14.0,"239,502","62,050,346",2009/10/10
9117,7.0,21.0,29.0,31.0,33.0,9.0,10.0,"82,939,167",2.0,"5,000,000",33.0,"27,843","47,209,745",2009/10/7
9116,12.0,15.0,23.0,30.0,33.0,9.0,12.0,"93,319,627",2.0,"5,000,000",29.0,"84,622","45,459,651",2009/10/5
9115,1.0,2.0,6.0,8.0,26.0,5.0,12.0,"95,879,579",0.0,0,4.0,"1,013,097","50,517,460",2009/10/3
9114,2.0,8.0,25.0,29.0,33.0,3.0,7.0,"84,532,884",4.0,"5,487,268",15.0,"373,572","51,813,022",2009/9/30
9113,3.0,4.0,10.0,18.0,27.0,6.0,8.0,"107,532,884",0.0,0,38.0,"85,492","51,363,174",2009/9/28
9112,2.0,8.0,12.0,34.0,35.0,4.0,5.0,"106,317,667",0.0,0,20.0,"536,090","57,394,342",2009/9/26
9111,4.0,11.0,13.0,19.0,35.0,10.0,12.0,"102,143,818",1.0,"8,774,361",13.0,"812,939","52,850,837",2009/9/23
9110,22.0,28.0,30.0,31.0,34.0,7.0,9.0,"107,143,818",0.0,0,20.0,"284,138","51,636,412",2009/9/21
9109,2.0,11.0,13.0,26.0,35.0,6.0,10.0,"104,931,600",1.0,"9,046,646",17.0,"643,784","57,166,799",2009/9/19
9108,1.0,9.0,14.0,29.0,30.0,7.0,10.0,"109,931,600",0.0,0,37.0,"172,777","51,337,395",2009/9/16
9107,11.0,12.0,33.0,34.0,35.0,1.0,10.0,"107,315,252",1.0,"7,344,588",38.0,"147,193","50,513,087",2009/9/14
9106,11.0,21.0,22.0,25.0,34.0,6.0,9.0,"112,315,252",0.0,0,12.0,"812,805","55,692,618",2009/9/12
9105,1.0,25.0,26.0,34.0,35.0,6.0,11.0,"108,309,281",0.0,0,26.0,"262,127","50,958,315",2009/9/9
9104,15.0,25.0,29.0,32.0,33.0,10.0,11.0,"105,875,241",0.0,0,36.0,"136,035","49,507,325",2009/9/7
9103,16.0,20.0,28.0,32.0,33.0,1.0,2.0,"103,776,415",0.0,0,21.0,"450,423","54,467,017",2009/9/5
9102,11.0,13.0,29.0,32.0,35.0,10.0,12.0,"100,398,240",0.0,0,34.0,"37,067","48,859,582",2009/9/2
9101,2.0,10.0,14.0,22.0,26.0,4.0,9.0,"96,558,044",1.0,"6,986,209",19.0,"252,790","47,809,382",2009/8/31
9100,16.0,20.0,25.0,29.0,33.0,1.0,8.0,"101,558,044",0.0,0,15.0,"224,135","52,247,864",2009/8/29
9099,3.0,9.0,21.0,23.0,33.0,6.0,10.0,"92,144,340",0.0,0,11.0,"274,102","48,169,676",2009/8/26
9098,11.0,17.0,19.0,25.0,26.0,2.0,10.0,"82,781,006",4.0,"5,353,595",23.0,"185,192","48,520,631",2009/8/24
9097,6.0,13.0,14.0,22.0,25.0,1.0,4.0,"108,781,006",0.0,0,19.0,"470,531","53,124,002",2009/8/22
